Country,Region_Province,Institution,Program,Duration_months,Field_relevance,Intl_tuition_local_currency,Intl_tuition_CAD_verified,Budget_tier,Poststudy_work_months,Poststudy_pathway_name,Fee_basis,Verified_source_URL,Immigration_source_URL,Last_verified,Notes
New Zealand,Auckland,Auckland University of Technology,Master of Business — Accounting (180 points),18,Business,59882.4,49104,No,36,PSWV,program_total,https://www.aut.ac.nz/study/fees-and-scholarships/fees-to-study-at-aut/international-student-fees-at-aut,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,"NZD 39,921.60/120pt × 1.5; includes student services levy in AUT table. India: 4-year bachelor's."
New Zealand,Auckland,Auckland University of Technology,Master of Business — Economics (180 points),18,Economics,59882.4,49104,No,36,PSWV,program_total,https://www.aut.ac.nz/study/study-options/business/courses/master-of-business,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,Applied economics within MBus.
New Zealand,Auckland,Auckland University of Technology,Master of Business — Finance (180 points),18,Business,59882.4,49104,No,36,PSWV,program_total,https://www.aut.ac.nz/study/fees-and-scholarships/fees-to-study-at-aut/international-student-fees-at-aut,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Auckland,Auckland University of Technology,Master of Business — Management (180 points),18,Management,59882.4,49104,No,36,PSWV,program_total,https://www.aut.ac.nz/study/fees-and-scholarships/fees-to-study-at-aut/international-student-fees-at-aut,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Auckland,Auckland University of Technology,Master of Business — International Business (180 points),18,Management,59882.4,49104,No,36,PSWV,program_total,https://www.aut.ac.nz/study/study-options/business/courses/master-of-business/international-business,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Auckland,Auckland University of Technology,Master of Business — Marketing (180 points),18,Business,59882.4,49104,No,36,PSWV,program_total,https://www.aut.ac.nz/study/fees-and-scholarships/fees-to-study-at-aut/international-student-fees-at-aut,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Auckland,Auckland University of Technology,Master of Business — Information Systems (180 points),18,Analytics,59882.4,49104,No,36,PSWV,program_total,https://www.aut.ac.nz/study/fees-and-scholarships/fees-to-study-at-aut/international-student-fees-at-aut,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Auckland,Auckland University of Technology,Master of Business Management (MBusM) — 180 points,12,Management,59882.4,49104,No,36,PSWV,program_total,https://www.aut.ac.nz/study/fees-and-scholarships/fees-to-study-at-aut/international-student-fees-at-aut,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,1-year coursework; confirm offer of place shows ≥30 weeks enrolled on master's.
New Zealand,Auckland,Auckland University of Technology,Master of Global Business — 180 points,18,Management,59882.4,49104,No,36,PSWV,program_total,https://www.aut.ac.nz/study/fees-and-scholarships/fees-to-study-at-aut/international-student-fees-at-aut,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Auckland,Auckland University of Technology,Master of Marketing — 180 points,12,Business,59882.4,49104,No,36,PSWV,program_total,https://www.aut.ac.nz/study/fees-and-scholarships/fees-to-study-at-aut/international-student-fees-at-aut,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Wellington,Victoria University of Wellington,"Master of Commerce (MCom) — Accounting (180 points, coursework + research)",16,Business,58186.8,47713,No,36,PSWV,per_semester_calc,https://www.wgtn.ac.nz/students/money/fees/international,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,180 × NZD 323.26 commerce PG point rate 2026. Student services levy additional.
New Zealand,Wellington,Victoria University of Wellington,Master of Commerce (MCom) — Economics (180 points),16,Economics,58186.8,47713,No,36,PSWV,per_semester_calc,https://www.wgtn.ac.nz/sef,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,School of Economics and Finance; applied econometrics courses.
New Zealand,Wellington,Victoria University of Wellington,Master of Commerce (MCom) — Finance (180 points),16,Business,58186.8,47713,No,36,PSWV,per_semester_calc,https://www.wgtn.ac.nz/students/money/fees/international,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Wellington,Victoria University of Wellington,Master of Commerce (MCom) — Management (180 points),16,Management,58186.8,47713,No,36,PSWV,per_semester_calc,https://www.wgtn.ac.nz/students/money/fees/international,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Wellington,Victoria University of Wellington,Master of Commerce (MCom) — International Business (180 points),16,Management,58186.8,47713,No,36,PSWV,per_semester_calc,https://www.wgtn.ac.nz/students/money/fees/international,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Wellington,Victoria University of Wellington,Master of Commerce (MCom) — Marketing (180 points),16,Business,58186.8,47713,No,36,PSWV,per_semester_calc,https://www.wgtn.ac.nz/students/money/fees/international,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Wellington,Victoria University of Wellington,Master of Global Business (MGBus) — 180 points coursework,12,Management,58200,47724,No,36,PSWV,program_total,https://www.wgtn.ac.nz/students/money/fees/international,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,"Professional master's; confirm programme total via Victoria cost calculator. Indicative NZD 58,200 programme."
New Zealand,Wellington,Victoria University of Wellington,Master of Professional Business Analysis (MBusAn) — 180 points,16,Analytics,58186.8,47713,No,36,PSWV,per_semester_calc,https://www.wgtn.ac.nz/explore/postgraduate-programmes/master-of-professional-business-analysis/overview,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,Professional master's fees set individually; estimate uses commerce PG point rate until calculator quote.
New Zealand,Canterbury,University of Canterbury,Master of Business Management (MBM) — 180 points,17,Management,56850,46617,No,36,PSWV,program_total,https://www.canterbury.ac.nz/study/academic-study/qualifications/master-of-business-management,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,"2026 special programme fee; SSL NZD 10.30/pt extra (~NZD 1,854 for 180pt)."
New Zealand,Canterbury,University of Canterbury,"Master of Commerce (MCom) — Accounting (180 points, coursework + thesis/dissertation)",17,Business,56850,46617,No,36,PSWV,program_total,https://www.canterbury.ac.nz/study/getting-started/study-and-living-costs/study-costs/international-tuition-fees,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,"2026 estimate NZD 56,850 for 180pt MCom."
New Zealand,Canterbury,University of Canterbury,Master of Commerce (MCom) — Economics (180 points),17,Economics,56850,46617,No,36,PSWV,program_total,https://www.canterbury.ac.nz/study/academic-study/business/international-students-at-uc-business/postgraduate-business-degrees-for-international-students,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Canterbury,University of Canterbury,Master of Applied Finance and Economics (MAFE) — 180 points,13,Economics,56850,46617,No,36,PSWV,program_total,https://www.canterbury.ac.nz/study/getting-started/study-and-living-costs/study-costs/international-tuition-fees,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,Applied economics + finance; requires finance/economics background.
New Zealand,Canterbury,University of Canterbury,Master of Financial Analysis (MFinA) — 180 points,17,Business,56850,46617,No,36,PSWV,program_total,https://www.canterbury.ac.nz/study/academic-study/business/international-students-at-uc-business/postgraduate-business-degrees-for-international-students,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,CFA-aligned coursework master's.
New Zealand,Canterbury,University of Canterbury,Master of Marketing (MMktg) — 180 points,17,Business,56850,46617,No,36,PSWV,program_total,https://www.canterbury.ac.nz/study/getting-started/study-and-living-costs/study-costs/international-tuition-fees,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Canterbury,University of Canterbury,Master of Professional Accounting (MPA) — 180 points,17,Business,56850,46617,No,36,PSWV,program_total,https://www.canterbury.ac.nz/study/academic-study/qualifications/master-of-professional-accounting,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,Conversion accounting master's.
New Zealand,Canterbury,University of Canterbury,"Master of Business Information Systems (MBIS) — Business Analytics major, 180 points",17,Analytics,56850,46617,No,36,PSWV,program_total,https://www.canterbury.ac.nz/study/academic-study/business/international-students-at-uc-business/postgraduate-business-degrees-for-international-students,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,Conversion degree; technology management major also available.
New Zealand,Otago,University of Otago,Master of Business (MBus) — Business Analytics (180 points),12,Analytics,63850,52357,No,36,PSWV,program_total,https://www.otago.ac.nz/study/fees/international-tuition-fees/business-school,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,2026 Otago Business School schedule.
New Zealand,Otago,University of Otago,Master of Business (MBus) — Economics (180 points),12,Economics,62200,51004,No,36,PSWV,program_total,https://www.otago.ac.nz/study/fees/international-tuition-fees/business-school,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,Stricter entry for economics subject.
New Zealand,Otago,University of Otago,Master of Business (MBus) — Finance (180 points),12,Business,63850,52357,No,36,PSWV,program_total,https://www.otago.ac.nz/study/fees/international-tuition-fees/business-school,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Otago,University of Otago,Master of Business (MBus) — Leadership and Management (180 points),12,Management,63850,52357,No,36,PSWV,program_total,https://www.otago.ac.nz/study/qualifications/master-of-business,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Otago,University of Otago,Master of Business (MBus) — Marketing (180 points),12,Business,63850,52357,No,36,PSWV,program_total,https://www.otago.ac.nz/study/fees/international-tuition-fees/business-school,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Otago,University of Otago,"Master of Commerce (MCom) — 120 points (thesis, Commerce)",12,Business,40740,33407,Borderline,36,PSWV,program_total,https://www.otago.ac.nz/study/fees/international-tuition-fees/business-school,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,Research thesis route; not coursework conversion. Still ≥30 weeks if full-time 1 year in NZ. SSF not in tuition.
New Zealand,Waikato,University of Waikato,Master of Management (180 points) — coursework,12,Management,59760,49003,No,36,PSWV,program_total,https://www.waikato.ac.nz/study/fees-costs/international-tuition-costs/,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,"Subjects include Agribusiness, Analytics, Marketing, Project Management, Supply Chain."
New Zealand,Waikato,University of Waikato,Master of Business and Management (180 points),12,Management,59760,49003,No,36,PSWV,program_total,https://www.waikato.ac.nz/study/fees-costs/international-tuition-costs/,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Waikato,University of Waikato,Master of Digital Business (180 points),18,Business,59760,49003,No,36,PSWV,program_total,https://www.waikato.ac.nz/study/fees-costs/international-tuition-costs/,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,BBA + digital career fit.
New Zealand,Waikato,University of Waikato,Master of Professional Accounting (180 points),12,Business,59760,49003,No,36,PSWV,program_total,https://www.waikato.ac.nz/study/fees-costs/international-tuition-costs/,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Waikato,University of Waikato,Master of Applied Finance (180 points),12,Business,59760,49003,No,36,PSWV,program_total,https://www.waikato.ac.nz/study/fees-costs/international-tuition-costs/,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Canterbury,Lincoln University,Master of Fintech and Investment Management (180 points),18,Business,59812.5,49046,No,36,PSWV,program_total,https://www.lincoln.ac.nz/study/fees/international-fees/,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,"NZD 57,000 tuition + NZD 1,464 SSF + insurance line in official estimated total; insurance may be separate purchase."
New Zealand,Canterbury,Lincoln University,Master of Business (Finance) — 180 points coursework,18,Business,59812.5,49046,No,36,PSWV,program_total,https://www.lincoln.ac.nz/study/fees/international-fees/,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,
New Zealand,Canterbury,Lincoln University,Master of Business (Global Management and Marketing) — 180 points,18,Management,59812.5,49046,No,36,PSWV,program_total,https://www.lincoln.ac.nz/study/fees/international-fees/,https://www.immigration.govt.nz/visas/post-study-work-visa/,2026-07-23,Taught master's; on-campus attendance required on student visa.
