Country,Region_Province,Institution,Program,Duration_months,Field_relevance,Intl_tuition_local_currency,Intl_tuition_CAD_verified,Budget_tier,Poststudy_work_months,Poststudy_pathway_name,Fee_basis,Verified_source_URL,Immigration_source_URL,Last_verified,Notes
France,Île-de-France,Université Paris Dauphine — PSL,Master in Quantitative Economics (M1),24,Economics,8092,11895,Yes,12,APS / Carte recherche d'emploi,program_total,https://dauphine.psl.eu/en/training/masters-degrees/quantitative-economics/m1/admissions,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English or bilingual track; 2-year national Master (M1+M2). Non-EU differentiated registration €3,941/yr + CVEC €105/yr (2025–26); embassy/university fee-exemption quotas may apply. Indian 4-year BBA: via Études en France/Campus France; check faculty prerequisites. Verify English share on programme page; some tracks M2 English-only."
France,Normandie,Université de Rouen Normandie,Master in Economics (English-friendly),24,Economics,8092,11895,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.univ-rouen.fr/formation/master-economie,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English or bilingual track; 2-year national Master (M1+M2). Non-EU differentiated registration €3,941/yr + CVEC €105/yr (2025–26); embassy/university fee-exemption quotas may apply. Indian 4-year BBA: via Études en France/Campus France; check faculty prerequisites. Verify English share on programme page; some tracks M2 English-only."
France,Centre-Val de Loire,Université d'Orléans,Master in Economics and Finance,24,Economics,8092,11895,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.univ-orleans.fr/fr/formation/offre-de-formation/master-economie-finance,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English or bilingual track; 2-year national Master (M1+M2). Non-EU differentiated registration €3,941/yr + CVEC €105/yr (2025–26); embassy/university fee-exemption quotas may apply. Indian 4-year BBA: via Études en France/Campus France; check faculty prerequisites. Verify English share on programme page; some tracks M2 English-only."
France,Auvergne-Rhône-Alpes,Université Grenoble Alpes (Grenoble IAE),Master in Applied Corporate Management (M2),12,Management,4046,5948,Yes,12,APS / Carte recherche d'emploi,program_total,https://formations.univ-grenoble-alpes.fr/en/catalog-2021/master-s-degree-XB/master-in-corporate-management-and-administration-IDIV4XI5/applied-corporate-management-2nd-year-IVWK81ZG.html,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English or bilingual track; 2-year national Master (M1+M2). Non-EU differentiated registration €3,941/yr + CVEC €105/yr (2025–26); embassy/university fee-exemption quotas may apply. Indian 4-year BBA: via Études en France/Campus France; check faculty prerequisites. Direct entry M2; 100% English; non-business backgrounds targeted; 4-year degree required for non-Europeans."
France,Occitanie,Toulouse School of Economics (TSE),"Master in Economics — International track, Econometrics and Empirical Economics (EEE)",24,Economics,11718,17225,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.tse-fr.eu/admissions,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"100% English international track; €5,500/yr training fee + €254 national registration + CVEC (2025–26); strong maths required; fee waivers may cover training portion only."
France,Occitanie,Toulouse School of Economics (TSE),"Master in Economics — International track, Economics of Markets and Organizations (EMO)",24,Economics,11718,17225,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.tse-fr.eu/admissions,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"100% English international track; €5,500/yr training fee + €254 national registration + CVEC (2025–26); strong maths required; fee waivers may cover training portion only."
France,Occitanie,Toulouse School of Economics (TSE),"Master in Economics — International track, Public Policy and Development (PPD)",24,Economics,11718,17225,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.tse-fr.eu/admissions,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"100% English international track; €5,500/yr training fee + €254 national registration + CVEC (2025–26); strong maths required; fee waivers may cover training portion only."
France,Occitanie,Toulouse School of Economics (TSE),"Master in Economics — International track, Environmental and Natural Resources Economics (ERNA)",24,Economics,11718,17225,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.tse-fr.eu/admissions,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"100% English international track; €5,500/yr training fee + €254 national registration + CVEC (2025–26); strong maths required; fee waivers may cover training portion only."
France,Occitanie,Toulouse School of Economics (TSE),"Master in Economics — International track, Data Science for Social Sciences (D3S)",24,Analytics,11718,17225,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.tse-fr.eu/admissions,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"100% English international track; €5,500/yr training fee + €254 national registration + CVEC (2025–26); strong maths required; fee waivers may cover training portion only."
France,Occitanie,Montpellier Business School (MBS),MSc in International Business,12,Business,16900,24843,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.mbs-education.com/international/our-programmes/programmes-master-of-science/msc-admission-process/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year MSc (Bac+4); €16,900 tuition published for 1-year track; application fee €90 separate."
France,Occitanie,Montpellier Business School (MBS),MSc in Digital Marketing & Omnichannel Strategy,12,Business,16900,24843,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.mbs-education.com/international/our-programmes/programmes-master-of-science/msc-admission-process/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year MSc (Bac+4); €16,900 tuition published for 1-year track; application fee €90 separate."
France,Occitanie,Montpellier Business School (MBS),MSc in Big Data & Artificial Intelligence for Business,12,Analytics,16900,24843,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.mbs-education.com/international/our-programmes/programmes-master-of-science/msc-admission-process/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year MSc (Bac+4); €16,900 tuition published for 1-year track; application fee €90 separate."
France,Occitanie,Montpellier Business School (MBS),MSc in Global Finance,12,Business,16900,24843,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.mbs-education.com/international/our-programmes/programmes-master-of-science/msc-admission-process/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year MSc (Bac+4); €16,900 tuition published for 1-year track; application fee €90 separate."
France,Occitanie,Montpellier Business School (MBS),MSc in Supply Chain Management,12,Management,16900,24843,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.mbs-education.com/international/our-programmes/programmes-master-of-science/msc-admission-process/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year MSc (Bac+4); €16,900 tuition published for 1-year track; application fee €90 separate."
France,Occitanie,Montpellier Business School (MBS),MSc in Digital Transformation & Business Consulting,12,Management,16900,24843,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.mbs-education.com/international/our-programmes/programmes-master-of-science/msc-admission-process/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year MSc (Bac+4); €16,900 tuition published for 1-year track; application fee €90 separate."
France,Provence-Alpes-Côte d'Azur,SKEMA Business School,MSc International Business,12,Business,19500,28665,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.skema.edu/en/programmes/msc-international-business,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. Tuition incl. €500/yr service fee where applicable; 1-year MSc for Bac+4.
France,Provence-Alpes-Côte d'Azur,SKEMA Business School,MSc International Marketing and Business Development,12,Business,19500,28665,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.skema.edu/en/programmes/msc-international-business,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. Tuition incl. €500/yr service fee where applicable; 1-year MSc for Bac+4.
France,Provence-Alpes-Côte d'Azur,SKEMA Business School,MSc International Human Resources and Performance Management,12,Business,19500,28665,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.skema.edu/en/programmes/msc-international-business,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. Tuition incl. €500/yr service fee where applicable; 1-year MSc for Bac+4.
France,Provence-Alpes-Côte d'Azur,SKEMA Business School,MSc Project Management for Business Development,12,Business,19500,28665,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.skema.edu/en/programmes/msc-international-business,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. Tuition incl. €500/yr service fee where applicable; 1-year MSc for Bac+4.
France,Provence-Alpes-Côte d'Azur,SKEMA Business School,MSc Luxury & Fashion Management,12,Business,22500,33075,No,12,APS / Carte recherche d'emploi,program_total,https://www.skema.edu/en/programmes/msc-international-business,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. Tuition incl. €500/yr service fee where applicable; 1-year MSc for Bac+4.
France,Provence-Alpes-Côte d'Azur,KEDGE Business School,MSc International Business,12,Business,18500,27195,Yes,12,APS / Carte recherche d'emploi,program_total,https://student.kedge.edu/programmes/international-business/curriculum,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year direct entry (Bac+4/VAPP); fees from KEDGE student portal.
France,Provence-Alpes-Côte d'Azur,KEDGE Business School,MSc Marketing,12,Business,18000,26460,Yes,12,APS / Carte recherche d'emploi,program_total,https://student.kedge.edu/programmes/international-business/curriculum,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year direct entry (Bac+4/VAPP); fees from KEDGE student portal.
France,Provence-Alpes-Côte d'Azur,KEDGE Business School,MSc Data Analytics for Business,12,Analytics,18000,26460,Yes,12,APS / Carte recherche d'emploi,program_total,https://student.kedge.edu/programmes/international-business/curriculum,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year direct entry (Bac+4/VAPP); fees from KEDGE student portal.
France,Provence-Alpes-Côte d'Azur,KEDGE Business School,MSc Sustainable and Impact Finance,12,Business,20400,29988,Yes,12,APS / Carte recherche d'emploi,program_total,https://student.kedge.edu/programmes/international-business/curriculum,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year direct entry (Bac+4/VAPP); fees from KEDGE student portal.
France,Grand Est,NEOMA Business School,MSc Global Management,15,Management,19500,28665,Yes,12,APS / Carte recherche d'emploi,program_total,https://neoma-bs.com/formations/msc-global-management/admissions,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~15 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. €19,500 total incl. €500 admin fee (1-year track)."
France,Grand Est,NEOMA Business School,MSc Marketing,15,Management,19500,28665,Yes,12,APS / Carte recherche d'emploi,program_total,https://neoma-bs.com/formations/msc-global-management/admissions,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~15 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. €19,500 total incl. €500 admin fee (1-year track)."
France,Grand Est,NEOMA Business School,MSc Supply Chain Management,15,Management,19500,28665,Yes,12,APS / Carte recherche d'emploi,program_total,https://neoma-bs.com/formations/msc-global-management/admissions,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~15 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. €19,500 total incl. €500 admin fee (1-year track)."
France,Bretagne,Rennes School of Business,MSc in International Management,15,Management,18200,26754,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.rennes-sb.com/fees-and-scholarships/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,English-taught CGE-labelled MSc (~15 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. Direct-entry / 15-month MSc fees from official fee page.
France,Bretagne,Rennes School of Business,MSc in Data and Business Analytics,15,Analytics,18500,27195,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.rennes-sb.com/fees-and-scholarships/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,English-taught CGE-labelled MSc (~15 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. Direct-entry / 15-month MSc fees from official fee page.
France,Occitanie,TBS Education,MSc International Business,12,Business,19500,28665,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.tbs-education.com/programs/master-of-science-programs/finance-your-msc/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year official MSc (Bac+4) €19,500; Toulouse/Paris campuses; application fee €100."
France,Occitanie,TBS Education,MSc Marketing Management,12,Business,19500,28665,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.tbs-education.com/programs/master-of-science-programs/finance-your-msc/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year official MSc (Bac+4) €19,500; Toulouse/Paris campuses; application fee €100."
France,Occitanie,TBS Education,MSc Banking & International Finance (Toulouse),12,Business,19500,28665,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.tbs-education.com/programs/master-of-science-programs/finance-your-msc/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. 1-year official MSc (Bac+4) €19,500; Toulouse/Paris campuses; application fee €100."
France,Pays de la Loire,Audencia Business School,MSc in Business Strategy & Consulting,12,Management,20400,29988,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.audencia.com/en/our-programs/msc-in-business-strategy-consulting/overview,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. €19,900 tuition + €500 service fee (1-year track)."
France,Pays de la Loire,Audencia Business School,MSc in Digital Business & Data Management,12,Analytics,20400,29988,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.audencia.com/en/our-programs/msc-in-business-strategy-consulting/overview,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. €19,900 tuition + €500 service fee (1-year track)."
France,Nouvelle-Aquitaine,Excelia Business School,MSc Digital Marketing & Business Intelligence,12,Business,16550,24328,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.excelia-group.com/student-services/international-students/apply/cost-studying,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. Non-EU 1-year MSc €16,200 + €350 multiservice fee."
France,Nouvelle-Aquitaine,Excelia Business School,MSc Marketing & Sales Management,12,Business,16550,24328,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.excelia-group.com/student-services/international-students/apply/cost-studying,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. Non-EU 1-year MSc €16,200 + €350 multiservice fee."
France,Hauts-de-France,IÉSEG School of Management,Master in International Business (Fast Track),12,Business,19200,28224,Yes,12,APS / Carte recherche d'emploi,program_total,https://www.ieseg.fr/en/programs/specialized-masters/master-international-business/admission-fees/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. €18,800 Fast Track + €300 alumni network + €100 CVEC per published fee page."
France,Île-de-France,IÉSEG School of Management,Master in AI & Data Analytics for Business (Fast Track),12,Analytics,20700,30429,Borderline,12,APS / Carte recherche d'emploi,program_total,https://www.ieseg.fr/en/programs/specialized-masters/master-ai-data-analytics-business/admission-fees/,https://www.service-public.gouv.fr/particuliers/vosdroits/F17319,2026-07-23,"English-taught CGE-labelled MSc (~12 months). Indian 4-year bachelor typically eligible; IELTS/TOEFL required. Gross published tuition before scholarships. €20,300 Fast Track + mandatory extras per school fee schedule."
